Timestamp,Company_Code,Closing price,total_trade_qty
2018-02-06,CELESTIAL,17.25,57235
2018-02-07,CELESTIAL,17.2,55331
2018-02-08,CELESTIAL,17.9,38015
2018-02-09,CELESTIAL,17.55,41416
2018-02-10,CELESTIAL,18.05,201644
2018-02-11,CELESTIAL,17.9,50608
2018-02-12,CELESTIAL,18.4,73384
2018-02-13,CELESTIAL,17.85,21428
2018-02-14,CELESTIAL,17.85,14061
2018-02-15,CELESTIAL,17.35,28283
2018-02-16,CELESTIAL,17.6,26930
2018-02-17,CELESTIAL,17.55,20309
2018-02-18,CELESTIAL,17.3,29006
2018-02-19,CELESTIAL,17.05,31953
2018-02-20,CELESTIAL,16.55,82000
2018-02-21,CELESTIAL,16.2,47883
2018-02-22,CELESTIAL,16.05,34613
2018-02-23,CELESTIAL,15.5,58757
2018-02-24,CELESTIAL,14.95,80183
2018-02-25,CELESTIAL,15.1,30585
2018-02-26,CELESTIAL,14.85,57273
2018-02-27,CELESTIAL,14.75,25968
2018-02-28,CELESTIAL,15,47514
2018-03-01,CELESTIAL,15.5,71901
2018-03-02,CELESTIAL,15.3,41022
2018-03-03,CELESTIAL,15,147979
2018-03-04,CELESTIAL,14.95,44495
2018-03-05,CELESTIAL,14.8,13129
2018-03-06,CELESTIAL,14.45,61502
2018-02-01,CENTENKA,342.85,71897
2018-02-02,CENTENKA,323.15,39199
2018-02-03,CENTENKA,311.95,68491
2018-02-04,CENTENKA,319.5,95616
2018-02-05,CENTENKA,329.4,40706
2018-02-06,CENTENKA,334.3,22412
2018-02-07,CENTENKA,329.2,23865
2018-02-08,CENTENKA,333.75,16268
2018-02-09,CENTENKA,333.05,13991
2018-02-10,CENTENKA,355.6,251992
2018-02-11,CENTENKA,343.25,63158
2018-02-12,CENTENKA,339.7,28033
2018-02-13,CENTENKA,345.2,48328
2018-02-14,CENTENKA,342.25,19371
2018-02-15,CENTENKA,334.95,28379
2018-02-16,CENTENKA,348.4,33007
2018-02-17,CENTENKA,349.6,23714
2018-02-18,CENTENKA,349.65,25807
2018-02-19,CENTENKA,341.4,20688
2018-02-20,CENTENKA,339.6,20009
2018-02-21,CENTENKA,334.45,9170
2018-02-22,CENTENKA,324.55,29868
2018-02-23,CENTENKA,318.05,59058
2018-02-24,CENTENKA,316.65,20579
2018-02-25,CENTENKA,312.45,28355
2018-02-26,CENTENKA,315.95,16606
2018-02-27,CENTENKA,317.05,24520
2018-02-28,CENTENKA,317.05,27658
2018-03-01,CENTENKA,319.5,23449
2018-03-02,CENTENKA,320.55,20515
2018-03-03,CENTENKA,309.2,49762
2018-03-04,CENTENKA,311.15,24933
2018-03-05,CENTENKA,309,27645
2018-03-06,CENTENKA,304.9,25215
2018-02-01,CENTEXT,6.35,288819
2018-02-02,CENTEXT,5.9,358504
2018-02-03,CENTEXT,5.65,234120
2018-02-04,CENTEXT,5.55,256595
2018-02-05,CENTEXT,5.75,186695
2018-02-06,CENTEXT,6.3,322046
2018-02-07,CENTEXT,6.4,394777
2018-02-08,CENTEXT,6.95,446423
2018-02-09,CENTEXT,7.3,587914
2018-02-10,CENTEXT,7.4,1007769
2018-02-11,CENTEXT,7.05,396231
2018-02-12,CENTEXT,6.7,214094
2018-02-13,CENTEXT,6.5,306517
2018-02-14,CENTEXT,6.5,147404
2018-02-15,CENTEXT,6.3,67801
2018-02-16,CENTEXT,6.25,219006
2018-02-17,CENTEXT,6.15,141079
2018-02-18,CENTEXT,6.2,78296
2018-02-19,CENTEXT,6.15,72892
2018-02-20,CENTEXT,6.25,47154
2018-02-21,CENTEXT,6.2,99479
2018-02-22,CENTEXT,6.2,59777
2018-02-23,CENTEXT,5.9,125611
2018-02-24,CENTEXT,5.95,165501
2018-02-25,CENTEXT,6.05,32091
2018-02-26,CENTEXT,5.75,97044
2018-02-27,CENTEXT,5.9,153258
2018-02-28,CENTEXT,5.8,100350
2018-03-01,CENTEXT,5.85,264394
2018-03-02,CENTEXT,5.8,68909
2018-03-03,CENTEXT,5.6,125075
2018-03-04,CENTEXT,5.4,82454
2018-03-05,CENTEXT,5.4,153294
2018-03-06,CENTEXT,5.4,148611
2018-02-01,CENTRALBK,72.7,287038
2018-02-02,CENTRALBK,70.35,369363
2018-02-03,CENTRALBK,68.1,420292
2018-02-04,CENTRALBK,65.9,586709
2018-02-05,CENTRALBK,67,233691
2018-02-06,CENTRALBK,67,401504
2018-02-07,CENTRALBK,67.4,783594
2018-02-08,CENTRALBK,69.85,712682
2018-02-09,CENTRALBK,68.8,260871
2018-02-10,CENTRALBK,68.9,397955
2018-02-11,CENTRALBK,67,300864
2018-02-12,CENTRALBK,65.4,468364
2018-02-13,CENTRALBK,66.3,451258
2018-02-14,CENTRALBK,66.3,248234
2018-02-15,CENTRALBK,65.5,154711
2018-02-16,CENTRALBK,69.4,2554156
2018-02-17,CENTRALBK,68.2,380926
2018-02-18,CENTRALBK,66.4,225247
2018-02-19,CENTRALBK,65.3,462934
2018-02-20,CENTRALBK,64.8,233286
2018-02-21,CENTRALBK,65,154106
2018-02-22,CENTRALBK,63.85,217353
2018-02-23,CENTRALBK,66.2,1937148
2018-02-24,CENTRALBK,67.6,1214027
2018-02-25,CENTRALBK,75.25,14051600
2018-02-26,CENTRALBK,74.6,6209754
2018-02-27,CENTRALBK,73.45,1612005
2018-02-28,CENTRALBK,75.7,2607188
2018-03-01,CENTRALBK,86.5,28733329
2018-03-02,CENTRALBK,83.8,8569548
2018-03-03,CENTRALBK,77.2,2300379
2018-03-04,CENTRALBK,74.3,7986163
2018-03-05,CENTRALBK,74.15,2653685
2018-03-06,CENTRALBK,75.5,7659268
2018-02-01,CENTUM,667.35,2137
2018-02-02,CENTUM,635.85,7884
2018-02-03,CENTUM,630.5,4195
2018-02-04,CENTUM,620.95,7251
2018-02-05,CENTUM,625.75,2978
2018-02-06,CENTUM,634.15,7399
2018-02-07,CENTUM,623.85,2717
2018-02-08,CENTUM,629.75,2474
2018-02-09,CENTUM,635.6,12951
2018-02-10,CENTUM,620.45,9518
2018-02-11,CENTUM,613.85,4306
2018-02-12,CENTUM,596.9,10075
2018-02-13,CENTUM,604.05,14619
2018-02-14,CENTUM,607.15,16813
2018-02-15,CENTUM,610.55,4219
2018-02-16,CENTUM,611,2415
2018-02-17,CENTUM,605.8,2857
2018-02-18,CENTUM,605.5,2815
2018-02-19,CENTUM,597.4,1505
2018-02-20,CENTUM,597.9,604
2018-02-21,CENTUM,596.35,2169
2018-02-22,CENTUM,573.75,7139
2018-02-23,CENTUM,547.35,11703
2018-02-24,CENTUM,553.2,9673
2018-02-25,CENTUM,543.8,41521
2018-02-26,CENTUM,521.95,11148
2018-02-27,CENTUM,529.9,1804
2018-02-28,CENTUM,525.8,3120
2018-03-01,CENTUM,527.75,3512
2018-03-02,CENTUM,535.8,3638
2018-03-03,CENTUM,514.8,5468
2018-03-04,CENTUM,508.65,4067
2018-03-05,CENTUM,508,8406
2018-03-06,CENTUM,501.4,8639
2018-02-01,CENTURYPLY,322.9,182330
2018-02-02,CENTURYPLY,309.65,242880
2018-02-03,CENTURYPLY,303.1,375688
2018-02-04,CENTURYPLY,296.65,306417
2018-02-05,CENTURYPLY,335.75,1669411
2018-02-06,CENTURYPLY,326.6,284140
2018-02-07,CENTURYPLY,324.2,235328
2018-02-08,CENTURYPLY,328.25,141285
2018-02-09,CENTURYPLY,328.95,243885
2018-02-10,CENTURYPLY,326.1,142024
2018-02-11,CENTURYPLY,319.75,155992
2018-02-12,CENTURYPLY,318.2,195705
2018-02-13,CENTURYPLY,313.55,88451
2018-02-14,CENTURYPLY,314,82280
2018-02-15,CENTURYPLY,313.8,73704
2018-02-16,CENTURYPLY,315.15,286879
2018-02-17,CENTURYPLY,325.75,730614
2018-02-18,CENTURYPLY,332.1,484118
2018-02-19,CENTURYPLY,329.4,244373
2018-02-20,CENTURYPLY,331.85,90987
2018-02-21,CENTURYPLY,329.3,93399
2018-02-22,CENTURYPLY,326.85,192189
2018-02-23,CENTURYPLY,322.3,154430
2018-02-24,CENTURYPLY,323.45,94493
2018-02-25,CENTURYPLY,325.9,117509
2018-02-26,CENTURYPLY,322.7,130748
2018-02-27,CENTURYPLY,326.45,166412
2018-02-28,CENTURYPLY,323.95,199948
2018-03-01,CENTURYPLY,332.1,304274
2018-03-02,CENTURYPLY,326.6,209419
2018-03-03,CENTURYPLY,325.25,198605
2018-03-04,CENTURYPLY,319.45,84025
2018-03-05,CENTURYPLY,321.4,207691
2018-03-06,CENTURYPLY,322.05,192208
2018-02-01,CENTURYTEX,1383.1,791779
2018-02-02,CENTURYTEX,1293.5,1072610
2018-02-03,CENTURYTEX,1246.95,1448322
2018-02-04,CENTURYTEX,1261.6,1135785
2018-02-05,CENTURYTEX,1224.55,667171
2018-02-06,CENTURYTEX,1268.5,562983
2018-02-07,CENTURYTEX,1262.35,546864
2018-02-08,CENTURYTEX,1280.55,454445
2018-02-09,CENTURYTEX,1275.2,559095
2018-02-10,CENTURYTEX,1250.15,583978
2018-02-11,CENTURYTEX,1195.85,967047
2018-02-12,CENTURYTEX,1186.9,663905
2018-02-13,CENTURYTEX,1197,690785
2018-02-14,CENTURYTEX,1171.25,720044
2018-02-15,CENTURYTEX,1149,712359
2018-02-16,CENTURYTEX,1194.7,583553
2018-02-17,CENTURYTEX,1219.45,509724
2018-02-18,CENTURYTEX,1209.9,252158
2018-02-19,CENTURYTEX,1220.25,322842
2018-02-20,CENTURYTEX,1223.05,466853
2018-02-21,CENTURYTEX,1208.4,597752
2018-02-22,CENTURYTEX,1179.5,479926
2018-02-23,CENTURYTEX,1165.35,416527
2018-02-24,CENTURYTEX,1171.3,433691
2018-02-25,CENTURYTEX,1134.3,500864
2018-02-26,CENTURYTEX,1186.25,709577
2018-02-27,CENTURYTEX,1214.6,813347
2018-02-28,CENTURYTEX,1210.05,423896
2018-03-01,CENTURYTEX,1197.05,470639
2018-03-02,CENTURYTEX,1183.9,513059
2018-03-03,CENTURYTEX,1160.4,517004
2018-03-04,CENTURYTEX,1155,293994
2018-03-05,CENTURYTEX,1154.5,372541
2018-03-06,CENTURYTEX,1149.9,310217
2018-02-01,CERA,3436.75,11853
2018-02-02,CERA,3341.2,46601
2018-02-03,CERA,3224.7,13629
2018-02-04,CERA,3151.1,8980
2018-02-05,CERA,3262.35,6600
2018-02-06,CERA,3333.25,3222
2018-02-07,CERA,3380.5,21923
2018-02-08,CERA,3403.35,21799
2018-02-09,CERA,3362.55,12377
2018-02-10,CERA,3472.05,7974
2018-02-11,CERA,3387.25,10535
2018-02-12,CERA,3398.45,3009
2018-02-13,CERA,3349.95,12580
2018-02-14,CERA,3272.05,2360
2018-02-15,CERA,3225.1,1695
2018-02-16,CERA,3235.6,3443
2018-02-17,CERA,3193.8,7114
2018-02-18,CERA,3320.9,5738
2018-02-19,CERA,3359.5,20008
2018-02-20,CERA,3374.45,7186
2018-02-21,CERA,3298.95,6089
2018-02-22,CERA,3291.65,8209
2018-02-23,CERA,3200.6,42097
2018-02-24,CERA,3199.45,16096
2018-02-25,CERA,3145.45,17024
2018-02-26,CERA,3183.65,13195
2018-02-27,CERA,3204.5,6080
2018-02-28,CERA,3256.9,5532
2018-03-01,CERA,3299.05,37381
2018-03-02,CERA,3285.9,14891
2018-03-03,CERA,3288.85,12651
2018-03-04,CERA,3290.35,12351
2018-03-05,CERA,3285.85,16350
2018-03-06,CERA,3225.35,23083
2018-02-01,CESC,1045.35,532387
2018-02-02,CESC,1000.2,876894
2018-02-03,CESC,1000.4,603521
2018-02-04,CESC,989.5,677609
2018-02-05,CESC,977.9,533401
2018-02-06,CESC,992.3,801200
2018-02-07,CESC,1007.6,610960
2018-02-08,CESC,1035.75,365985
2018-02-09,CESC,1026.15,230362
2018-02-10,CESC,1007.05,415471
2018-02-11,CESC,1001.7,396693
2018-02-12,CESC,989,472845
2018-02-13,CESC,980.45,452552
2018-02-14,CESC,985.4,444659
2018-02-15,CESC,977.05,1428436
2018-02-16,CESC,1001.7,421372
2018-02-17,CESC,1017.55,465062
2018-02-18,CESC,1009.55,333663
2018-02-19,CESC,1023.45,522358
2018-02-20,CESC,1004.75,184118
2018-02-21,CESC,995.2,296533
2018-02-22,CESC,979.55,511661
2018-02-23,CESC,969.2,309096
2018-02-24,CESC,984.25,724103
2018-02-25,CESC,981.8,320007
2018-02-26,CESC,968.75,486243
2018-02-27,CESC,982.6,422082
2018-02-28,CESC,968.75,472223
2018-03-01,CESC,970.65,855029
2018-03-02,CESC,956.05,470491
2018-03-03,CESC,919.75,658816
2018-03-04,CESC,900.65,701679
2018-03-05,CESC,880.2,712044
2018-03-06,CESC,883.65,825739
2018-02-01,CHAMBLFERT,154.25,2092165
2018-02-02,CHAMBLFERT,144.45,1703881
2018-02-03,CHAMBLFERT,142.25,376295
2018-02-04,CHAMBLFERT,141.5,2454358
2018-02-05,CHAMBLFERT,157.95,2094286
2018-02-06,CHAMBLFERT,156.6,936588
2018-02-07,CHAMBLFERT,155.05,502479
2018-02-08,CHAMBLFERT,155.2,345235
2018-02-09,CHAMBLFERT,157.05,314556
2018-02-10,CHAMBLFERT,158.3,349661
2018-02-11,CHAMBLFERT,156.15,267496
2018-02-12,CHAMBLFERT,154.3,573716
2018-02-13,CHAMBLFERT,157.2,400144
2018-02-14,CHAMBLFERT,157.9,541556
2018-02-15,CHAMBLFERT,154.05,889345
2018-02-16,CHAMBLFERT,157.5,265133
2018-02-17,CHAMBLFERT,170.3,2870357
2018-02-18,CHAMBLFERT,163.9,1580708
2018-02-19,CHAMBLFERT,168.75,1288662
2018-02-20,CHAMBLFERT,163.7,955898
2018-02-21,CHAMBLFERT,163.6,1013626
2018-02-22,CHAMBLFERT,155.55,772772
2018-02-23,CHAMBLFERT,152.55,474626
2018-02-24,CHAMBLFERT,152.25,608691
2018-02-25,CHAMBLFERT,153.15,694389
2018-02-26,CHAMBLFERT,158.7,547809
2018-02-27,CHAMBLFERT,161.1,501901
2018-02-28,CHAMBLFERT,162.95,359046
2018-03-01,CHAMBLFERT,166.35,795413
2018-03-02,CHAMBLFERT,164.7,691240
2018-03-03,CHAMBLFERT,165.55,297826
2018-03-04,CHAMBLFERT,167.2,340765
2018-03-05,CHAMBLFERT,169.6,445076
2018-03-06,CHAMBLFERT,170.05,768983
2018-02-01,CHENNPETRO,406.75,304561
2018-02-02,CHENNPETRO,382.9,1019670
2018-02-03,CHENNPETRO,377.3,414702
2018-02-04,CHENNPETRO,362.65,557952
2018-02-05,CHENNPETRO,369.15,515401
2018-02-06,CHENNPETRO,372.9,1000077
2018-02-07,CHENNPETRO,376.4,1245868
2018-02-08,CHENNPETRO,378.85,553226
2018-02-09,CHENNPETRO,381,442604
2018-02-10,CHENNPETRO,378.15,354233
2018-02-11,CHENNPETRO,368.3,401716
2018-02-12,CHENNPETRO,360.3,783964
2018-02-13,CHENNPETRO,364.5,977653
2018-02-14,CHENNPETRO,358.15,295979
2018-02-15,CHENNPETRO,351.05,408682
2018-02-16,CHENNPETRO,355.35,789900
2018-02-17,CHENNPETRO,373.9,680858
2018-02-18,CHENNPETRO,369.5,980499
2018-02-19,CHENNPETRO,364.7,462309
2018-02-20,CHENNPETRO,360.05,280517
2018-02-21,CHENNPETRO,356.1,342395
2018-02-22,CHENNPETRO,353.9,569688
2018-02-23,CHENNPETRO,343.2,491155
2018-02-24,CHENNPETRO,344.35,426041
2018-02-25,CHENNPETRO,341.85,277350
2018-02-26,CHENNPETRO,347.05,247590
2018-02-27,CHENNPETRO,367.75,1074778
2018-02-28,CHENNPETRO,361.75,402014
2018-03-01,CHENNPETRO,356.65,261202
2018-03-02,CHENNPETRO,346.3,448912
2018-03-03,CHENNPETRO,338.6,266286
2018-03-04,CHENNPETRO,340.5,325072
2018-03-05,CHENNPETRO,341,366348
2018-03-06,CHENNPETRO,338.35,447524
2018-02-01,CHOLAFIN,1334.8,232788
2018-02-02,CHOLAFIN,1274.55,649932
2018-02-03,CHOLAFIN,1273.6,246584
2018-02-04,CHOLAFIN,1284.95,227637
2018-02-05,CHOLAFIN,1295.95,379979
2018-02-06,CHOLAFIN,1305.3,158996
2018-02-07,CHOLAFIN,1322.55,179399
2018-02-08,CHOLAFIN,1365.05,528263
2018-02-09,CHOLAFIN,1389.95,686713
2018-02-10,CHOLAFIN,1385.1,206225
2018-02-11,CHOLAFIN,1352.1,100836
2018-02-12,CHOLAFIN,1351,290290
2018-02-13,CHOLAFIN,1332.8,136291
2018-02-14,CHOLAFIN,1381.6,289354
2018-02-15,CHOLAFIN,1379,319177
2018-02-16,CHOLAFIN,1415.6,397357
2018-02-17,CHOLAFIN,1441.1,333936
2018-02-18,CHOLAFIN,1464.55,358063
2018-02-19,CHOLAFIN,1469.95,615724
2018-02-20,CHOLAFIN,1451.5,1376349
2018-02-21,CHOLAFIN,1453.7,540458
2018-02-22,CHOLAFIN,1434.15,168301
2018-02-23,CHOLAFIN,1413.25,174154
2018-02-24,CHOLAFIN,1425.4,238512
2018-02-25,CHOLAFIN,1402.45,214542
2018-02-26,CHOLAFIN,1445.5,170541
2018-02-27,CHOLAFIN,1446.15,138429
2018-02-28,CHOLAFIN,1465.4,127564
2018-03-01,CHOLAFIN,1479.2,164727
2018-03-02,CHOLAFIN,1463.8,130906
2018-03-03,CHOLAFIN,1436.45,124452
2018-03-04,CHOLAFIN,1444.85,109929
2018-03-05,CHOLAFIN,1447.4,140902
2018-03-06,CHOLAFIN,1424.2,55150
2018-02-01,CIMMCO,106.7,24361
2018-02-02,CIMMCO,101.65,21117
2018-02-03,CIMMCO,101.15,30111
2018-02-04,CIMMCO,99.2,25099
2018-02-05,CIMMCO,103.1,14183
2018-02-06,CIMMCO,106.4,18414
2018-02-07,CIMMCO,103.3,11205
2018-02-08,CIMMCO,103.25,11903
2018-02-09,CIMMCO,102,13437
2018-02-10,CIMMCO,99.8,42001
2018-02-11,CIMMCO,97.65,14418
2018-02-12,CIMMCO,96.1,7516
2018-02-13,CIMMCO,96.65,19926
2018-02-14,CIMMCO,96.5,9932
2018-02-15,CIMMCO,93.85,7084
2018-02-16,CIMMCO,98.5,10980
2018-02-17,CIMMCO,101.45,15648
2018-02-18,CIMMCO,99.75,17030
2018-02-19,CIMMCO,97.2,7323
2018-02-20,CIMMCO,98.95,15586
2018-02-21,CIMMCO,94.65,8030
2018-02-22,CIMMCO,93.25,9950
2018-02-23,CIMMCO,92.75,5454
2018-02-24,CIMMCO,89.3,27530
2018-02-25,CIMMCO,88.6,15868
2018-02-26,CIMMCO,88.95,10351
2018-02-27,CIMMCO,90.65,15547
2018-02-28,CIMMCO,89.5,5343
2018-03-01,CIMMCO,90.45,8663
2018-03-02,CIMMCO,90.5,22577
2018-03-03,CIMMCO,88.2,8173
2018-03-04,CIMMCO,88.45,10182
2018-03-05,CIMMCO,85.1,34792
2018-03-06,CIMMCO,80.9,38170
2018-02-01,CINEVISTA,12.1,5253
2018-02-02,CINEVISTA,11.5,5068
2018-02-03,CINEVISTA,11.1,10383
2018-02-04,CINEVISTA,11.2,14749
2018-02-05,CINEVISTA,11.75,19443
2018-02-06,CINEVISTA,11.8,20145
2018-02-07,CINEVISTA,12,7220
2018-02-08,CINEVISTA,12.3,24048
2018-02-09,CINEVISTA,12.8,25735
2018-02-10,CINEVISTA,12.25,19064
2018-02-11,CINEVISTA,11.75,2899
2018-02-12,CINEVISTA,11.7,2203
2018-02-13,CINEVISTA,11.6,3501
2018-02-14,CINEVISTA,11.6,811
2018-02-15,CINEVISTA,11.5,9225
2018-02-16,CINEVISTA,11.7,15420
2018-02-17,CINEVISTA,11.15,6626
2018-02-18,CINEVISTA,11.2,6900
2018-02-19,CINEVISTA,11.45,6323
2018-02-20,CINEVISTA,11.05,17635
2018-02-21,CINEVISTA,11.1,17027
2018-02-22,CINEVISTA,10.95,8056
2018-02-23,CINEVISTA,10.5,11290
2018-02-24,CINEVISTA,10,13346
2018-02-25,CINEVISTA,9.5,3797
2018-02-26,CINEVISTA,9.05,9681
2018-02-27,CINEVISTA,9.1,13258
2018-02-28,CINEVISTA,8.65,11135
2018-03-01,CINEVISTA,9.05,33570
2018-03-02,CINEVISTA,8.85,6396
2018-03-03,CINEVISTA,9.1,11899
2018-03-04,CINEVISTA,8.95,1868
2018-03-05,CINEVISTA,9.25,35227
2018-03-06,CINEVISTA,8.85,4030
2018-02-01,CIPLA,587.05,1050098
2018-02-02,CIPLA,581.15,998752
2018-02-03,CIPLA,580.1,797017
2018-02-04,CIPLA,564.25,1284112
2018-02-05,CIPLA,569.25,3161498
2018-02-06,CIPLA,612.65,8349913
2018-02-07,CIPLA,621.4,2373799
2018-02-08,CIPLA,621.65,1957424
2018-02-09,CIPLA,616.15,1306512
2018-02-10,CIPLA,605.85,1391858
2018-02-11,CIPLA,611.1,906025
2018-02-12,CIPLA,600.4,1216005
2018-02-13,CIPLA,603.45,1599249
2018-02-14,CIPLA,597.25,1409752
2018-02-15,CIPLA,589.65,1859008
2018-02-16,CIPLA,595.65,1576584
2018-02-17,CIPLA,590.1,1417465
2018-02-18,CIPLA,586.5,1349590
2018-02-19,CIPLA,589.65,2255189
2018-02-20,CIPLA,581.7,1343806
2018-02-21,CIPLA,579.25,1179725
2018-02-22,CIPLA,584.1,1891302
2018-02-23,CIPLA,580.2,1849650
2018-02-24,CIPLA,578,1084582
2018-02-25,CIPLA,571.05,1149194
2018-02-26,CIPLA,580.65,919792
2018-02-27,CIPLA,578.75,801792
2018-02-28,CIPLA,577.9,811747
2018-03-01,CIPLA,571.15,849222
2018-03-02,CIPLA,559.4,1867538
2018-03-03,CIPLA,559.75,1447941
2018-03-04,CIPLA,552.9,9119209
2018-03-05,CIPLA,551.05,3091963
2018-03-06,CIPLA,540.75,1506405
2018-02-01,CLNINDIA,626.4,11633
2018-02-02,CLNINDIA,599.4,44737
2018-02-03,CLNINDIA,597.8,16944
2018-02-04,CLNINDIA,590.85,15285
2018-02-05,CLNINDIA,593.3,17658
2018-02-06,CLNINDIA,624.6,68934
2018-02-07,CLNINDIA,620.9,32282
2018-02-08,CLNINDIA,635.15,22775
2018-02-09,CLNINDIA,612.25,86780
2018-02-10,CLNINDIA,602.3,16370
2018-02-11,CLNINDIA,594.85,22510
2018-02-12,CLNINDIA,582.15,31732
2018-02-13,CLNINDIA,580.9,11488
2018-02-14,CLNINDIA,577.65,8489
2018-02-15,CLNINDIA,575.4,13345
2018-02-16,CLNINDIA,575.15,9661
2018-02-17,CLNINDIA,593.15,9040
2018-02-18,CLNINDIA,584,4131
2018-02-19,CLNINDIA,582.7,5439
2018-02-20,CLNINDIA,581.45,9235
2018-02-21,CLNINDIA,576.65,6775
2018-02-22,CLNINDIA,571.1,9261
2018-02-23,CLNINDIA,548.8,22154
2018-02-24,CLNINDIA,544.4,10808
2018-02-25,CLNINDIA,543.5,13307
2018-02-26,CLNINDIA,550.85,11838
2018-02-27,CLNINDIA,552.75,9631
2018-02-28,CLNINDIA,565.8,8926
2018-03-01,CLNINDIA,564.45,6493
2018-03-02,CLNINDIA,553.05,8771
2018-03-03,CLNINDIA,545.8,9117
2018-03-04,CLNINDIA,543.85,10997
2018-03-05,CLNINDIA,543.15,10856
2018-03-06,CLNINDIA,540.5,11541
2018-02-01,COALINDIA,295.6,4533542
2018-02-02,COALINDIA,290.35,6393201
2018-02-03,COALINDIA,294.8,7795465
2018-02-04,COALINDIA,290.35,4674661
2018-02-05,COALINDIA,297.6,7223510
2018-02-06,COALINDIA,300,3286814
2018-02-07,COALINDIA,300.15,4731060
2018-02-08,COALINDIA,300.65,4512970
2018-02-09,COALINDIA,306.95,5725179
2018-02-10,COALINDIA,308.1,5219503
2018-02-11,COALINDIA,303.5,1931615
2018-02-12,COALINDIA,305.4,2935183
2018-02-13,COALINDIA,310.4,8602002
2018-02-14,COALINDIA,310.55,5399556
2018-02-15,COALINDIA,311.55,7815886
2018-02-16,COALINDIA,310.95,3195456
2018-02-17,COALINDIA,314.05,3171308
2018-02-18,COALINDIA,309,6667601
2018-02-19,COALINDIA,309.15,3731061
2018-02-20,COALINDIA,312.9,2535090
2018-02-21,COALINDIA,305.8,3593849
2018-02-22,COALINDIA,307,3693197
2018-02-23,COALINDIA,306.95,4794848
2018-02-24,COALINDIA,305.5,2236174
2018-02-25,COALINDIA,304.05,2136347
2018-02-26,COALINDIA,297.65,6796993
2018-02-27,COALINDIA,294.85,6306692
2018-02-28,COALINDIA,293.1,4406927
2018-03-01,COALINDIA,295.5,4487868
2018-03-02,COALINDIA,278.2,11016304
2018-03-03,COALINDIA,272.3,3588096
2018-03-04,COALINDIA,270.25,1804554
2018-03-05,COALINDIA,270.9,2739537
2018-03-06,COALINDIA,269.4,3383841
2018-02-01,COLPAL,1130.45,120516
2018-02-02,COLPAL,1117.65,258400
2018-02-03,COLPAL,1122.65,1051990
2018-02-04,COLPAL,1100.2,755874
2018-02-05,COLPAL,1099.25,298648
2018-02-06,COLPAL,1100.85,160079
2018-02-07,COLPAL,1100.85,270893
2018-02-08,COLPAL,1093.9,167510
2018-02-09,COLPAL,1096.35,70696
2018-02-10,COLPAL,1088.85,106464
2018-02-11,COLPAL,1076.55,214405
2018-02-12,COLPAL,1072.6,115974
2018-02-13,COLPAL,1067.75,114866
2018-02-14,COLPAL,1080.75,443620
2018-02-15,COLPAL,1042.15,726558
2018-02-16,COLPAL,1049.8,248270
2018-02-17,COLPAL,1052.85,185744
2018-02-18,COLPAL,1049.15,434248
2018-02-19,COLPAL,1041.1,412526
2018-02-20,COLPAL,1056.9,1128302
2018-02-21,COLPAL,1048.3,285627
2018-02-22,COLPAL,1038.45,92786
2018-02-23,COLPAL,1046.2,209926
2018-02-24,COLPAL,1037.05,133565
2018-02-25,COLPAL,1037.65,372138
2018-02-26,COLPAL,1043.95,211717
2018-02-27,COLPAL,1044.9,178164
2018-02-28,COLPAL,1034.6,264531
2018-03-01,COLPAL,1042.35,138329
2018-03-02,COLPAL,1044.45,306314
2018-03-03,COLPAL,1034,398192
2018-03-04,COLPAL,1040.65,224802
2018-03-05,COLPAL,1042.9,204119
2018-03-06,COLPAL,1045.2,496563
2018-02-01,CONCOR,1387.3,419912
2018-02-02,CONCOR,1337.7,625235
2018-02-03,CONCOR,1341.3,254172
2018-02-04,CONCOR,1300.45,353150
2018-02-05,CONCOR,1342.55,316636
2018-02-06,CONCOR,1341.35,209186
2018-02-07,CONCOR,1317.65,137679
2018-02-08,CONCOR,1325.3,334133
2018-02-09,CONCOR,1325.1,532033
2018-02-10,CONCOR,1326,276499
2018-02-11,CONCOR,1317.25,268316
2018-02-12,CONCOR,1291.6,293784
2018-02-13,CONCOR,1290.45,602331
2018-02-14,CONCOR,1308.9,203255
2018-02-15,CONCOR,1332.7,336796
2018-02-16,CONCOR,1329.75,311096
2018-02-17,CONCOR,1329.9,227288
2018-02-18,CONCOR,1330.15,287506
2018-02-19,CONCOR,1304.15,340399
2018-02-20,CONCOR,1312.35,126000
2018-02-21,CONCOR,1280.35,265779
2018-02-22,CONCOR,1236.15,370236
2018-02-23,CONCOR,1252.95,366904
2018-02-24,CONCOR,1250.6,265227
2018-02-25,CONCOR,1248.7,321044
2018-02-26,CONCOR,1238.25,153267
2018-02-27,CONCOR,1241.4,190308
2018-02-28,CONCOR,1246.3,301732
2018-03-01,CONCOR,1243.25,219190
2018-03-02,CONCOR,1208.5,349971
2018-03-03,CONCOR,1199.1,234108
2018-03-04,CONCOR,1185.15,455502
2018-03-05,CONCOR,1184.65,222257
2018-03-06,CONCOR,1180.95,304192
2018-02-01,CONSOFINVT,79.5,14065
2018-02-02,CONSOFINVT,75.25,38417
2018-02-03,CONSOFINVT,73.6,13401
2018-02-04,CONSOFINVT,70.25,7763
2018-02-05,CONSOFINVT,70.8,12254
